College Name,Branch,OC,BC,BCM,MBC,SC,SCA,ST,District
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",PHARMACEUTICAL TECHNOLOGY (PH),87.5,,,,,,,Perambalur
"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212. (3805)",ROBOTICS AND AUTOMATION (RM),116.0,86.5,97.0,90.5,,,,Perambalur
"Dhirajlal Gandhi College of Technology, Sikkanampatty, Opposite to Airport,Omalur Taluk, Salem District-636309. (2345)",AGRICULTURAL ENGINEERING (AG),85.0,,,,,,,Salem
"Dhirajlal Gandhi College of Technology, Sikkanampatty, Opposite to Airport,Omalur Taluk, Salem District-636309. (2345)",Artificial Intelligence and Data Science (AD),133.0,90.0,96.5,109.0,104.0,107.0,,Salem
"Dhirajlal Gandhi College of Technology, Sikkanampatty, Opposite to Airport,Omalur Taluk, Salem District-636309. (2345)",CIVIL  ENGINEERING (CE),109.5,,,,88.0,,,Salem
"Dhirajlal Gandhi College of Technology, Sikkanampatty, Opposite to Airport,Omalur Taluk, Salem District-636309. (2345)",COMPUTER SCIENCE AND ENGINEERING (CS),134.0,81.5,115.5,113.0,92.0,,,Salem
"Dhirajlal Gandhi College of Technology, Sikkanampatty, Opposite to Airport,Omalur Taluk, Salem District-636309. (2345)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),99.5,93.0,,80.0,,,,Salem
"Dhirajlal Gandhi College of Technology, Sikkanampatty, Opposite to Airport,Omalur Taluk, Salem District-636309. (2345)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),133.0,99.0,,109.0,105.0,,,Salem
"Dhirajlal Gandhi College of Technology, Sikkanampatty, Opposite to Airport,Omalur Taluk, Salem District-636309. (2345)",INFORMATION TECHNOLOGY (IT),124.5,89.5,122.0,109.5,94.0,,,Salem
"Dhirajlal Gandhi College of Technology, Sikkanampatty, Opposite to Airport,Omalur Taluk, Salem District-636309. (2345)",MECHANICAL ENGINEERING (ME),102.0,93.5,,86.0,92.0,,,Salem
"Dhirajlal Gandhi College of Technology, Sikkanampatty, Opposite to Airport,Omalur Taluk, Salem District-636309. (2345)",ROBOTICS AND AUTOMATION (RM),90.0,,,,,,,Salem
"DMI College of Engineering (Autonomous), St.Joseph's Town,Mevalurkuppam B Village, Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123. (1202)",Artificial Intelligence and Data Science (AD),142.0,121.0,134.5,110.0,91.0,114.0,,Chennai
"DMI College of Engineering (Autonomous), St.Joseph's Town,Mevalurkuppam B Village, Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123. (1202)",CIVIL  ENGINEERING (CE),,,,,,,,Chennai
"DMI College of Engineering (Autonomous), St.Joseph's Town,Mevalurkuppam B Village, Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123. (1202)",COMPUTER SCIENCE AND ENGINEERING (CS),144.0,120.0,134.5,114.0,105.0,,98.0,Chennai
"DMI College of Engineering (Autonomous), St.Joseph's Town,Mevalurkuppam B Village, Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123. (1202)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),128.5,108.5,116.5,95.5,105.0,,,Chennai
"DMI College of Engineering (Autonomous), St.Joseph's Town,Mevalurkuppam B Village, Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123. (1202)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),81.5,,,,,,,Chennai
"DMI College of Engineering (Autonomous), St.Joseph's Town,Mevalurkuppam B Village, Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123. (1202)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),133.5,101.5,,107.5,85.5,,,Chennai
"DMI College of Engineering (Autonomous), St.Joseph's Town,Mevalurkuppam B Village, Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123. (1202)",INFORMATION TECHNOLOGY (IT),142.0,118.5,,113.5,112.5,,,Chennai
"DMI College of Engineering (Autonomous), St.Joseph's Town,Mevalurkuppam B Village, Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123. (1202)",MECHANICAL ENGINEERING (ME),83.5,,,,,,,Chennai
"DMI Engineering College, Kumarapuram Road, Aralvaimozhi, Kanyakumari District-629301. (4946)",Artificial Intelligence and Data Science (AD),125.0,90.0,116.5,107.5,88.5,,,Other
"DMI Engineering College, Kumarapuram Road, Aralvaimozhi, Kanyakumari District-629301. (4946)",COMPUTER SCIENCE AND ENGINEERING (CS),128.5,87.5,95.0,97.5,119.5,,,Other
"DMI Engineering College, Kumarapuram Road, Aralvaimozhi, Kanyakumari District-629301. (4946)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),90.5,,,,,,,Other
"DMI Engineering College, Kumarapuram Road, Aralvaimozhi, Kanyakumari District-629301. (4946)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),95.0,,,,,,,Other
"DMI Engineering College, Kumarapuram Road, Aralvaimozhi, Kanyakumari District-629301. (4946)",INFORMATION TECHNOLOGY (IT),95.0,84.5,93.5,,92.0,,,Other
"DMI Engineering College, Kumarapuram Road, Aralvaimozhi, Kanyakumari District-629301. (4946)",MECHANICAL ENGINEERING (ME),84.0,80.0,,,,,,Other
"Dr G.U. Pope College of Engineering, Pope Nagar, Sawyerpuram, Thoothukudi-628251. (4975)",CIVIL  ENGINEERING (CE),108.0,,,,,,,Thoothukudi
"Dr G.U. Pope College of Engineering, Pope Nagar, Sawyerpuram, Thoothukudi-628251. (4975)",COMPUTER SCIENCE AND ENGINEERING (CS),121.0,80.5,116.5,94.5,81.5,92.5,,Thoothukudi
"Dr G.U. Pope College of Engineering, Pope Nagar, Sawyerpuram, Thoothukudi-628251. (4975)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),90.0,,,,,,,Thoothukudi
"Dr G.U. Pope College of Engineering, Pope Nagar, Sawyerpuram, Thoothukudi-628251. (4975)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),116.5,82.0,101.5,,108.0,,,Thoothukudi
"Dr G.U. Pope College of Engineering, Pope Nagar, Sawyerpuram, Thoothukudi-628251. (4975)",MECHANICAL ENGINEERING (ME),82.0,,,,,,,Thoothukudi
"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003. (2706)",Artificial Intelligence and Data Science (AD),179.0,176.5,168.5,170.0,122.0,126.5,,Coimbatore
"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003. (2706)",AUTOMOBILE ENGINEERING (AU),142.5,131.5,133.0,100.5,92.5,,,Coimbatore
"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003. (2706)",CIVIL  ENGINEERING (CE),145.0,126.5,109.5,123.5,127.0,109.0,115.0,Coimbatore
"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003. (2706)",COMPUTER SCIENCE AND ENGINEERING (CS),183.5,177.5,168.5,170.0,120.5,130.5,,Coimbatore
"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003. (2706)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),176.5,175.5,,169.5,127.0,125.5,,Coimbatore
"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003. (2706)",Computer Science and Engineering (Cyber Security) (SC),176.5,174.5,174.5,167.5,120.5,,,Coimbatore
"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003. (2706)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),171.0,166.5,155.5,157.5,99.0,,,Coimbatore
"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003. (2706)",Electronics and Communication (Advanced Communication Technology) (EA),172.0,168.5,152.5,161.5,106.0,,,Coimbatore
"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003. (2706)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),179.5,175.5,168.0,170.0,84.0,126.0,118.0,Coimbatore
"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003. (2706)",Electronics Engineering (VLSI Design and Technology) (EV),173.0,169.5,166.0,158.5,111.5,,,Coimbatore
"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003. (2706)",INFORMATION TECHNOLOGY (IT),180.0,177.0,171.0,169.0,117.5,126.5,,Coimbatore
"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003. (2706)",MECHANICAL ENGINEERING (ME),159.0,150.0,132.5,143.5,98.5,154.0,,Coimbatore
"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048. (2736)",Artificial Intelligence and Data Science (AD),180.5,173.0,154.0,168.0,128.5,123.5,,Coimbatore
"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048. (2736)",BIO MEDICAL ENGINEERING (BM),167.0,152.5,133.5,157.0,103.5,,,Coimbatore
"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048. (2736)",CIVIL  ENGINEERING (CE),154.0,148.5,,120.5,88.5,,,Coimbatore
"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048. (2736)",COMPUTER SCIENCE AND BUSSINESS SYSTEM (CB),171.0,170.0,161.0,157.5,112.0,,,Coimbatore
"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048. (2736)",COMPUTER SCIENCE AND ENGINEERING (CS),180.0,175.5,158.0,168.5,120.5,123.0,88.5,Coimbatore
"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048. (2736)",Computer Science and Engineering (Cyber Security) (SC),175.5,172.0,162.5,164.5,119.5,,,Coimbatore
"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048. (2736)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),168.0,165.0,159.5,156.0,97.5,,,Coimbatore
"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048. (2736)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),175.5,170.5,162.0,159.0,100.5,101.0,130.0,Coimbatore
"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048. (2736)",INFORMATION TECHNOLOGY (IT),174.5,172.5,159.0,166.5,97.0,,94.0,Coimbatore
"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048. (2736)",MECHANICAL ENGINEERING (ME),152.5,138.0,146.5,138.5,127.0,,,Coimbatore
"Dr Sivanthi aditanar College of Engineering, Tirunelveli Road, Tiruchendur, Thoothukudi-628215. (4954)",Artificial Intelligence and Data Science (AD),158.5,146.5,158.0,145.5,150.5,,,Thoothukudi
"Dr Sivanthi aditanar College of Engineering, Tirunelveli Road, Tiruchendur, Thoothukudi-628215. (4954)",CIVIL  ENGINEERING (CE),92.0,,,,,,,Thoothukudi
"Dr Sivanthi aditanar College of Engineering, Tirunelveli Road, Tiruchendur, Thoothukudi-628215. (4954)",COMPUTER SCIENCE AND ENGINEERING (CS),170.5,142.5,165.5,116.0,144.5,,,Thoothukudi
"Dr Sivanthi aditanar College of Engineering, Tirunelveli Road, Tiruchendur, Thoothukudi-628215. (4954)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),125.5,119.5,,,97.0,,,Thoothukudi
"Dr Sivanthi aditanar College of Engineering, Tirunelveli Road, Tiruchendur, Thoothukudi-628215. (4954)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),160.5,152.5,146.0,111.0,,,,Thoothukudi
"Dr Sivanthi aditanar College of Engineering, Tirunelveli Road, Tiruchendur, Thoothukudi-628215. (4954)",INFORMATION TECHNOLOGY (IT),153.0,134.0,146.5,108.0,,113.5,,Thoothukudi
"Dr Sivanthi aditanar College of Engineering, Tirunelveli Road, Tiruchendur, Thoothukudi-628215. (4954)",MECHANICAL ENGINEERING (ME),101.0,,,,,,,Thoothukudi
"Dr.Navalar Nedunchezhiyan College of Engineering, Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303. (3822)",Artificial Intelligence and Data Science (AD),87.5,,,,,,,Cuddalore
"Dr.Navalar Nedunchezhiyan College of Engineering, Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303. (3822)",BIO MEDICAL ENGINEERING (BM),89.0,,,,,,,Cuddalore
"Dr.Navalar Nedunchezhiyan College of Engineering, Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303. (3822)",CIVIL  ENGINEERING (CE),,,,,,,,Cuddalore
"Dr.Navalar Nedunchezhiyan College of Engineering, Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303. (3822)",COMPUTER SCIENCE AND ENGINEERING (CS),87.0,,,,,,,Cuddalore
"Dr.Navalar Nedunchezhiyan College of Engineering, Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303. (3822)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),117.0,,,,,,,Cuddalore
"Dr.Navalar Nedunchezhiyan College of Engineering, Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303. (3822)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),108.5,,,,,,,Cuddalore
"Dr.Navalar Nedunchezhiyan College of Engineering, Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303. (3822)",INFORMATION TECHNOLOGY (IT),86.5,,,,,,,Cuddalore
"Dr.Navalar Nedunchezhiyan College of Engineering, Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303. (3822)",MECHANICAL ENGINEERING (ME),102.0,,,,,,,Cuddalore
"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002. (3806)",Artificial Intelligence and Data Science (AD),153.5,117.0,145.5,129.0,99.5,92.5,,Nagapattinam
"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002. (3806)",BIO MEDICAL ENGINEERING (BM),145.0,105.5,137.0,117.0,98.5,,,Nagapattinam
"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002. (3806)",CIVIL  ENGINEERING (CE),109.5,91.0,,97.5,88.5,,,Nagapattinam
"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002. (3806)",COMPUTER SCIENCE AND BUSSINESS SYSTEM (CB),136.5,105.0,121.5,121.5,98.5,,,Nagapattinam
"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002. (3806)",COMPUTER SCIENCE AND ENGINEERING (CS),151.0,130.0,132.0,129.5,112.5,109.5,,Nagapattinam
"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002. (3806)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),120.0,82.5,119.5,104.5,93.0,,,Nagapattinam
"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002. (3806)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),140.0,117.0,129.0,121.5,102.0,90.5,,Nagapattinam
"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002. (3806)",INFORMATION TECHNOLOGY (IT),154.5,117.0,141.5,140.0,115.5,110.0,,Nagapattinam
"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002. (3806)",MECHANICAL ENGINEERING (ME),118.5,92.5,109.0,102.0,89.0,,,Nagapattinam
"E.S.College of Engineering and Technology, Chennai Trunk Road, Ayyankoilpattu, Villupuram-605602. (1428)",Artificial Intelligence and Data Science (AD),103.5,,,,,,,Villupuram
"E.S.College of Engineering and Technology, Chennai Trunk Road, Ayyankoilpattu, Villupuram-605602. (1428)",COMPUTER SCIENCE AND ENGINEERING (CS),113.5,104.0,109.0,102.5,94.0,,,Villupuram
"E.S.College of Engineering and Technology, Chennai Trunk Road, Ayyankoilpattu, Villupuram-605602. (1428)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),103.0,,,,,,,Villupuram
"E.S.College of Engineering and Technology, Chennai Trunk Road, Ayyankoilpattu, Villupuram-605602. (1428)",INFORMATION TECHNOLOGY (IT),100.0,85.0,91.0,90.0,84.0,,,Villupuram
"Easa College of Engineering and Technology, NH-47, Palakkad main Road, Navakkarai Post, Coimbatore-641105. (2749)",AGRICULTURAL ENGINEERING (AG),88.5,,,,,,,Coimbatore
"Easa College of Engineering and Technology, NH-47, Palakkad main Road, Navakkarai Post, Coimbatore-641105. (2749)",Artificial Intelligence and Data Science (AD),135.0,85.0,,81.5,89.5,,,Coimbatore
"Easa College of Engineering and Technology, NH-47, Palakkad main Road, Navakkarai Post, Coimbatore-641105. (2749)",BIO MEDICAL ENGINEERING (BM),92.0,,,86.5,89.0,,,Coimbatore
"Easa College of Engineering and Technology, NH-47, Palakkad main Road, Navakkarai Post, Coimbatore-641105. (2749)",COMPUTER SCIENCE AND ENGINEERING (CS),127.5,91.0,110.0,90.0,95.5,127.5,,Coimbatore
"Easa College of Engineering and Technology, NH-47, Palakkad main Road, Navakkarai Post, Coimbatore-641105. (2749)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),104.5,,,88.5,,,,Coimbatore
"Easa College of Engineering and Technology, NH-47, Palakkad main Road, Navakkarai Post, Coimbatore-641105. (2749)",Computer Science and Engineering (Cyber Security) (SC),118.0,103.5,,90.0,95.0,91.0,,Coimbatore
"Easa College of Engineering and Technology, NH-47, Palakkad main Road, Navakkarai Post, Coimbatore-641105. (2749)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),87.5,,,,,,,Coimbatore
"Easa College of Engineering and Technology, NH-47, Palakkad main Road, Navakkarai Post, Coimbatore-641105. (2749)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),122.0,104.0,,94.0,114.5,103.5,,Coimbatore
"Easa College of Engineering and Technology, NH-47, Palakkad main Road, Navakkarai Post, Coimbatore-641105. (2749)",INFORMATION TECHNOLOGY (IT),123.0,94.0,,82.5,87.5,,,Coimbatore
"Easa College of Engineering and Technology, NH-47, Palakkad main Road, Navakkarai Post, Coimbatore-641105. (2749)",MECHANICAL ENGINEERING (ME),83.0,,,,,,,Coimbatore
"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089. (1304)",Artificial Intelligence and Data Science (AD),180.5,175.0,174.5,171.3333333,146.5,119.0,115.0,Chennai
"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089. (1304)",AUTOMOBILE ENGINEERING (AU),146.0,142.0,133.0,142.0,120.0,,,Chennai
"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089. (1304)",BIO MEDICAL ENGINEERING (BM),173.0,159.0,169.67,148.5,132.5,,,Chennai
"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089. (1304)",BIO TECHNOLOGY (BT),170.0,162.0,148.0,153.0,134.0,122.5,,Chennai
"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089. (1304)",CIVIL  ENGINEERING (CE),159.0,130.0,,132.0,120.0,,,Chennai
"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089. (1304)",COMPUTER SCIENCE AND BUSSINESS SYSTEM (CB),173.5,171.5,171.0,169.5,146.0,122.5,,Chennai
"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089. (1304)",COMPUTER SCIENCE AND DESIGN (CD),175.5,170.0,173.5,168.5,145.5,,,Chennai
"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089. (1304)",COMPUTER SCIENCE AND ENGINEERING (CS),183.5,178.0,177.0,175.5,156.0,121.5,,Chennai
"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089. (1304)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),178.5,174.0,175.0,170.0,153.5,114.0,112.0,Chennai
"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089. (1304)",Computer Science and Engineering (Cyber Security) (SC),179.0,176.5,174.0,172.5,151.0,104.0,,Chennai
"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089. (1304)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),171.0,165.5,162.5,160.5,135.0,,,Chennai
"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089. (1304)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),179.5,175.0,176.0,169.0,142.5,124.5,,Chennai
"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089. (1304)",INFORMATION TECHNOLOGY (IT),178.5,174.5,176.0,171.5,148.0,84.5,114.5,Chennai
"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089. (1304)",MECHANICAL ENGINEERING (ME),160.0,149.0,120.0,145.0,124.5,,97.5,Chennai
"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089. (1304)",ROBOTICS AND AUTOMATION (RM),173.0,167.5,170.0,150.5,136.5,,,Chennai
