College Name,Branch,OC,BC,BCM,MBC,SC,SCA,ST,District
"SCAD College of Engineering and Technology, Scad Nagar, Cheranmahadevi, Tirunelveli-627414. (4969)",CIVIL  ENGINEERING (CE),80.5,,,,,,,Tirunelveli
"SCAD College of Engineering and Technology, Scad Nagar, Cheranmahadevi, Tirunelveli-627414. (4969)",COMPUTER SCIENCE AND ENGINEERING (CS),143.0,122.5,137.5,99.0,86.0,,,Tirunelveli
"SCAD College of Engineering and Technology, Scad Nagar, Cheranmahadevi, Tirunelveli-627414. (4969)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),100.0,83.0,,90.5,,,,Tirunelveli
"SCAD College of Engineering and Technology, Scad Nagar, Cheranmahadevi, Tirunelveli-627414. (4969)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),136.5,117.5,123.5,109.5,102.0,,,Tirunelveli
"SCAD College of Engineering and Technology, Scad Nagar, Cheranmahadevi, Tirunelveli-627414. (4969)",MECHANICAL ENGINEERING (ME),87.5,,,,,,,Tirunelveli
School of Architecture and Planning  Anna University Chennai 600025 (3),B.Plan (BP),187.0,179.0,178.0,179.0,167.0,165.385,,Chennai
"Selvam College of Technology (Autonomous), Salem Road NH-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003. (2627)",Artificial Intelligence and Data Science (AD),112.0,104.5,,95.0,90.0,85.0,,Namakkal
"Selvam College of Technology (Autonomous), Salem Road NH-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003. (2627)",BIO MEDICAL ENGINEERING (BM),84.5,,,,,,,Namakkal
"Selvam College of Technology (Autonomous), Salem Road NH-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003. (2627)",BIO TECHNOLOGY (BT),87.5,,,,,,,Namakkal
"Selvam College of Technology (Autonomous), Salem Road NH-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003. (2627)",CIVIL  ENGINEERING (CE),127.0,,,,,,,Namakkal
"Selvam College of Technology (Autonomous), Salem Road NH-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003. (2627)",COMPUTER SCIENCE AND ENGINEERING (CS),117.5,90.0,115.5,91.0,88.0,103.0,,Namakkal
"Selvam College of Technology (Autonomous), Salem Road NH-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003. (2627)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),98.5,,,88.5,81.0,85.0,,Namakkal
"Selvam College of Technology (Autonomous), Salem Road NH-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003. (2627)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),112.5,87.0,111.0,88.5,84.5,108.5,,Namakkal
"Selvam College of Technology (Autonomous), Salem Road NH-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003. (2627)",INFORMATION TECHNOLOGY (IT),105.5,87.0,,102.5,85.0,,,Namakkal
"Selvam College of Technology (Autonomous), Salem Road NH-7, Pappinaickenpatti (Post), Ponnusamy Nagar, Namakkal (Tk & Dt)-637003. (2627)",MECHANICAL ENGINEERING (ME),102.0,90.5,,82.5,82.5,99.5,,Namakkal
"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205. (2617)",Artificial Intelligence and Data Science (AD),131.0,94.0,,100.0,100.5,,,Namakkal
"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205. (2617)",CIVIL  ENGINEERING (CE),100.0,,,,,,,Namakkal
"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205. (2617)",COMPUTER SCIENCE AND ENGINEERING (CS),131.5,90.0,101.5,103.0,99.0,108.5,,Namakkal
"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205. (2617)",Computer Science and Engineering (Cyber Security) (SC),114.5,105.0,,89.5,,,,Namakkal
"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205. (2617)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),101.5,82.0,,,87.0,101.5,,Namakkal
"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205. (2617)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),121.0,102.0,119.0,87.5,106.0,94.5,,Namakkal
"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205. (2617)",INFORMATION TECHNOLOGY (IT),128.0,97.0,106.0,103.0,115.5,,,Namakkal
"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205. (2617)",MECHANICAL ENGINEERING (ME),88.0,,,,,,,Namakkal
"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205. (2617)",MEDICAL ELECTRONICS (MD),100.5,84.0,,82.5,91.0,86.5,,Namakkal
"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205. (2617)",PHARMACEUTICAL TECHNOLOGY (PH),118.0,89.5,,88.5,102.0,88.5,,Namakkal
"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205. (2617)",ROBOTICS AND AUTOMATION (RM),82.5,,,,,,,Namakkal
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",AGRICULTURAL ENGINEERING (AG),82.0,,,,,,,Virudhunagar
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",Artificial Intelligence and Data Science (AD),154.5,142.5,154.0,128.5,112.5,145.5,,Virudhunagar
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",BIO MEDICAL ENGINEERING (BM),120.5,100.5,,120.0,118.0,,,Virudhunagar
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",BIO TECHNOLOGY (BT),114.0,108.0,,103.0,,,,Virudhunagar
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",CHEMICAL  ENGINEERING (CH),115.5,,,,,,,Virudhunagar
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",CIVIL  ENGINEERING (CE),127.0,116.5,,102.5,94.0,,,Virudhunagar
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",COMPUTER SCIENCE AND BUSSINESS SYSTEM (CB),145.5,132.0,144.5,114.5,117.5,,,Virudhunagar
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",COMPUTER SCIENCE AND DESIGN (CD),142.0,130.0,140.0,115.0,,,,Virudhunagar
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",COMPUTER SCIENCE AND ENGINEERING (CS),158.5,146.5,147.5,129.0,98.5,106.0,,Virudhunagar
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),150.5,137.0,,128.0,,,,Virudhunagar
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",Computer Science and Engineering (Cyber Security) (SC),147.5,133.5,144.0,122.0,111.5,,,Virudhunagar
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",Computer Science and Engineering (Internet of Things) (CI),141.0,130.0,139.5,99.0,,,,Virudhunagar
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),130.5,122.0,128.5,96.0,91.5,,,Virudhunagar
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),148.0,134.5,143.5,115.5,94.5,,,Virudhunagar
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",INFORMATION TECHNOLOGY (IT),151.0,140.5,146.5,126.5,110.0,95.5,,Virudhunagar
"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115. (4917)",MECHANICAL ENGINEERING (ME),119.0,104.5,113.5,102.5,,,,Virudhunagar
"Shanmuganathan Engineering College, Arasampatti, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507. (3918)",CIVIL  ENGINEERING (CE),95.5,,,,,,,Pudukkottai
"Shanmuganathan Engineering College, Arasampatti, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507. (3918)",COMPUTER SCIENCE AND ENGINEERING (CS),134.5,118.0,124.5,111.0,85.0,,,Pudukkottai
"Shanmuganathan Engineering College, Arasampatti, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507. (3918)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),123.0,108.5,112.0,96.0,96.5,,,Pudukkottai
"Shanmuganathan Engineering College, Arasampatti, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507. (3918)",Computer Science and Engineering (Cyber Security) (SC),115.0,98.0,,98.0,86.5,,,Pudukkottai
"Shanmuganathan Engineering College, Arasampatti, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507. (3918)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),88.5,,,,,,,Pudukkottai
"Shanmuganathan Engineering College, Arasampatti, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507. (3918)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),104.5,87.5,94.5,95.5,,,,Pudukkottai
"Shanmuganathan Engineering College, Arasampatti, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507. (3918)",MECHANICAL ENGINEERING (ME),86.0,,,81.5,,,,Pudukkottai
"Shikshaa Institute of Advanced Technologies (formerly Vi Institute of Technology), No. 96 Sirunkundram Post,Chengalpattu Taluk,Kancheepuram District-603108. (1333)",Artificial Intelligence and Data Science (AD),85.5,,,,,,,Chengalpattu
"Shikshaa Institute of Advanced Technologies (formerly Vi Institute of Technology), No. 96 Sirunkundram Post,Chengalpattu Taluk,Kancheepuram District-603108. (1333)",COMPUTER SCIENCE AND ENGINEERING (CS),123.0,,,,,,,Chengalpattu
"Shikshaa Institute of Advanced Technologies (formerly Vi Institute of Technology), No. 96 Sirunkundram Post,Chengalpattu Taluk,Kancheepuram District-603108. (1333)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),86.0,,,,,,,Chengalpattu
"Shikshaa Institute of Advanced Technologies (formerly Vi Institute of Technology), No. 96 Sirunkundram Post,Chengalpattu Taluk,Kancheepuram District-603108. (1333)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),,,,,,,,Chengalpattu
"Shikshaa Institute of Advanced Technologies (formerly Vi Institute of Technology), No. 96 Sirunkundram Post,Chengalpattu Taluk,Kancheepuram District-603108. (1333)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),115.0,,,,,,,Chengalpattu
"Shikshaa Institute of Advanced Technologies (formerly Vi Institute of Technology), No. 96 Sirunkundram Post,Chengalpattu Taluk,Kancheepuram District-603108. (1333)",MECHANICAL ENGINEERING (ME),,,,,,,,Chengalpattu
"Shivani Engineering College, Poolangulathupatti (Post), Srirangam (Taluk), Tiruchirappalli-620009. (3844)",Artificial Intelligence and Data Science (AD),112.0,82.5,,98.5,97.5,,,Tiruchirappalli
"Shivani Engineering College, Poolangulathupatti (Post), Srirangam (Taluk), Tiruchirappalli-620009. (3844)",BIO MEDICAL ENGINEERING (BM),105.0,93.0,,85.5,86.0,98.0,,Tiruchirappalli
"Shivani Engineering College, Poolangulathupatti (Post), Srirangam (Taluk), Tiruchirappalli-620009. (3844)",COMPUTER SCIENCE AND ENGINEERING (CS),117.0,103.0,,107.0,96.0,,,Tiruchirappalli
"Shivani Engineering College, Poolangulathupatti (Post), Srirangam (Taluk), Tiruchirappalli-620009. (3844)",Computer Science and Engineering (Cyber Security) (SC),99.5,93.0,,97.5,91.0,,,Tiruchirappalli
"Shivani Engineering College, Poolangulathupatti (Post), Srirangam (Taluk), Tiruchirappalli-620009. (3844)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),93.5,,,,,,,Tiruchirappalli
"Shivani Engineering College, Poolangulathupatti (Post), Srirangam (Taluk), Tiruchirappalli-620009. (3844)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),121.0,114.5,,93.0,,,,Tiruchirappalli
"Shivani Engineering College, Poolangulathupatti (Post), Srirangam (Taluk), Tiruchirappalli-620009. (3844)",INFORMATION TECHNOLOGY (IT),93.5,,,90.0,,,,Tiruchirappalli
"Shivani Engineering College, Poolangulathupatti (Post), Srirangam (Taluk), Tiruchirappalli-620009. (3844)",MECHANICAL ENGINEERING (ME),89.0,,,,,,,Tiruchirappalli
"Shree Sathyam College of Engineering and Technology, Manjakkal Patti, Kuppanur Post, Sankari Taluk, Salem District-637301. (2346)",Artificial Intelligence and Data Science (AD),111.5,,,,,,,Salem
"Shree Sathyam College of Engineering and Technology, Manjakkal Patti, Kuppanur Post, Sankari Taluk, Salem District-637301. (2346)",BIO MEDICAL ENGINEERING (BM),105.5,,,,,,,Salem
"Shree Sathyam College of Engineering and Technology, Manjakkal Patti, Kuppanur Post, Sankari Taluk, Salem District-637301. (2346)",COMPUTER SCIENCE AND ENGINEERING (CS),96.5,95.5,,96.5,,92.5,,Salem
"Shree Sathyam College of Engineering and Technology, Manjakkal Patti, Kuppanur Post, Sankari Taluk, Salem District-637301. (2346)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),85.0,,,,,,,Salem
"Shree Sathyam College of Engineering and Technology, Manjakkal Patti, Kuppanur Post, Sankari Taluk, Salem District-637301. (2346)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),85.5,,,,,,,Salem
"Shree Sathyam College of Engineering and Technology, Manjakkal Patti, Kuppanur Post, Sankari Taluk, Salem District-637301. (2346)",INFORMATION TECHNOLOGY (IT),88.5,,,,,,,Salem
"Shree Sathyam College of Engineering and Technology, Manjakkal Patti, Kuppanur Post, Sankari Taluk, Salem District-637301. (2346)",MECHANICAL ENGINEERING (ME),90.0,,,,,,,Salem
"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455. (2747)",Artificial Intelligence and Data Science (AD),139.0,114.0,92.5,122.0,97.0,126.5,,Erode
"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455. (2747)",BIO MEDICAL ENGINEERING (BM),124.5,104.0,108.0,85.0,91.0,,93.0,Erode
"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455. (2747)",BIO TECHNOLOGY (BT),109.0,99.0,,,,102.0,,Erode
"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455. (2747)",CIVIL  ENGINEERING (CE),89.5,,,,,,,Erode
"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455. (2747)",COMPUTER SCIENCE AND ENGINEERING (CS),120.0,85.0,104.5,97.5,81.0,82.5,,Erode
"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455. (2747)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),109.0,89.5,,95.0,90.0,92.5,,Erode
"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455. (2747)",Computer Science and Engineering (Cyber Security) (SC),117.0,87.0,89.5,87.0,108.0,,,Erode
"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455. (2747)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),89.5,,,,,,,Erode
"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455. (2747)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),122.0,85.0,,101.0,,116.5,,Erode
"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455. (2747)",INFORMATION TECHNOLOGY (IT),126.0,97.5,,97.5,95.5,90.5,,Erode
"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455. (2747)",MECHANICAL ENGINEERING (ME),85.0,,,,,,,Erode
"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455. (2747)",PHARMACEUTICAL TECHNOLOGY (PH),120.5,83.5,,92.0,92.5,119.5,83.0,Erode
"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301. (2683)",AGRICULTURAL ENGINEERING (AG),92.0,,,,,,,Dharmapuri
"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301. (2683)",Artificial Intelligence and Data Science (AD),102.0,,,80.0,,,,Dharmapuri
"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301. (2683)",BIO MEDICAL ENGINEERING (BM),91.5,,,,,,,Dharmapuri
"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301. (2683)",COMPUTER SCIENCE AND ENGINEERING (CS),104.0,102.5,98.5,85.0,103.0,,,Dharmapuri
"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301. (2683)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),99.0,97.0,,88.5,,,,Dharmapuri
"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301. (2683)",INFORMATION TECHNOLOGY (IT),98.0,86.0,,85.0,82.5,,91.5,Dharmapuri
"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301. (2683)",MECHANICAL ENGINEERING (ME),84.0,,,,,,,Dharmapuri
"Shri Angalamman College of Engineering and Technology, Ramanan Nagar, Siruganoor, Tiruchirappalli-621105. (3802)",Civil Engineering (CE),,,,,,,,Tiruchirappalli
"Shri Angalamman College of Engineering and Technology, Ramanan Nagar, Siruganoor, Tiruchirappalli-621105. (3802)",Computer Science and Engineering (CS),,,,,,,,Tiruchirappalli
"Shri Angalamman College of Engineering and Technology, Ramanan Nagar, Siruganoor, Tiruchirappalli-621105. (3802)",Electrical and Electronics Engineering (EE),,,,,,,,Tiruchirappalli
"Shri Angalamman College of Engineering and Technology, Ramanan Nagar, Siruganoor, Tiruchirappalli-621105. (3802)",Mechanical Engineering (ME),,,,,,,,Tiruchirappalli
"Sir Issac Newton College of Engineering and Technology, Andhanapeetai Post, Pappakoil, Nagapattinam-611102. (3760)",AGRICULTURAL ENGINEERING (AG),109.0,86.5,,,85.5,,,Nagapattinam
"Sir Issac Newton College of Engineering and Technology, Andhanapeetai Post, Pappakoil, Nagapattinam-611102. (3760)",Artificial Intelligence and Data Science (AD),128.0,93.0,126.5,101.0,84.5,,,Nagapattinam
"Sir Issac Newton College of Engineering and Technology, Andhanapeetai Post, Pappakoil, Nagapattinam-611102. (3760)",COMPUTER SCIENCE AND ENGINEERING (CS),120.0,92.5,106.0,104.5,97.0,,,Nagapattinam
"Sir Issac Newton College of Engineering and Technology, Andhanapeetai Post, Pappakoil, Nagapattinam-611102. (3760)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),104.5,85.5,102.5,80.5,85.0,,,Nagapattinam
"Sir Issac Newton College of Engineering and Technology, Andhanapeetai Post, Pappakoil, Nagapattinam-611102. (3760)",INFORMATION TECHNOLOGY (IT),119.0,90.5,112.5,99.0,113.0,,,Nagapattinam
"Sir Issac Newton College of Engineering and Technology, Andhanapeetai Post, Pappakoil, Nagapattinam-611102. (3760)",MECHANICAL ENGINEERING (ME),94.5,80.0,,94.0,82.0,,,Nagapattinam
"Sivaji College of Engineering and Technology, Manivilai Post, Kanyakumari -629171. (4938)",AGRICULTURAL ENGINEERING (AG),103.5,,,,,,,Other
"Sivaji College of Engineering and Technology, Manivilai Post, Kanyakumari -629171. (4938)",Artificial Intelligence and Data Science (AD),96.0,,,,,,,Other
"Sivaji College of Engineering and Technology, Manivilai Post, Kanyakumari -629171. (4938)",CIVIL  ENGINEERING (CE),,,,,,,,Other
"Sivaji College of Engineering and Technology, Manivilai Post, Kanyakumari -629171. (4938)",COMPUTER SCIENCE AND ENGINEERING (CS),89.5,87.0,,88.0,,,,Other
"Sivaji College of Engineering and Technology, Manivilai Post, Kanyakumari -629171. (4938)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),,,,,,,,Other
"Sivaji College of Engineering and Technology, Manivilai Post, Kanyakumari -629171. (4938)",MECHANICAL ENGINEERING (ME),,,,,,,,Other
"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore-641107. (2734)",Artificial Intelligence and Data Science (AD),166.5,159.5,157.5,155.5,92.0,110.5,,Coimbatore
"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore-641107. (2734)",COMPUTER SCIENCE AND DESIGN (CD),161.0,151.0,139.5,149.5,118.5,,,Coimbatore
"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore-641107. (2734)",COMPUTER SCIENCE AND ENGINEERING (CS),171.0,162.0,152.5,155.5,92.0,150.0,,Coimbatore
"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore-641107. (2734)",Computer Science and Engineering (Internet of Things and Cyber Security including Block Chain Technology) (SB),173.5,156.0,139.5,150.5,85.0,104.5,157.0,Coimbatore
"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore-641107. (2734)",Computer Science and Technology (TS),159.5,154.0,142.0,150.0,106.0,,,Coimbatore
"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore-641107. (2734)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),160.0,151.0,129.0,139.5,109.5,,,Coimbatore
"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore-641107. (2734)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),167.0,159.5,152.5,155.5,93.0,,,Coimbatore
"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore-641107. (2734)",INFORMATION TECHNOLOGY (IT),162.5,159.0,160.0,154.0,105.0,118.0,,Coimbatore
"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore-641107. (2734)",Mechanical and Mechatronics Engineering (Additive Manufacturing) (MO),132.0,111.5,120.0,89.0,,,,Coimbatore
"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore-641107. (2734)",MECHANICAL ENGINEERING (ME),134.5,113.0,119.5,102.5,,,,Coimbatore
"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035. (2726)",AEROSPACE ENGINEERING (AO),177.315,163.5,,152.0,120.5,,,Coimbatore
"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035. (2726)",AGRICULTURAL ENGINEERING (AG),115.5,104.5,,104.0,114.0,,,Coimbatore
"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035. (2726)",Artificial Intelligence and Machine Learning (AL),166.0,159.5,151.0,153.0,104.5,110.5,,Coimbatore
"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035. (2726)",AUTOMOBILE ENGINEERING (AU),137.0,100.5,,99.0,,,,Coimbatore
"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035. (2726)",BIO MEDICAL ENGINEERING (BM),157.5,142.0,147.0,143.0,103.5,,,Coimbatore
"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035. (2726)",CIVIL  ENGINEERING (CE),117.0,95.5,,82.0,105.0,,,Coimbatore
"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035. (2726)",COMPUTER SCIENCE AND ENGINEERING (CS),173.0,164.0,150.0,158.5,114.5,102.5,166.5,Coimbatore
"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035. (2726)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),157.0,150.5,147.5,144.5,107.0,,,Coimbatore
"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035. (2726)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),166.5,161.0,147.0,155.0,81.0,115.0,,Coimbatore
"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035. (2726)",FOOD TECHNOLOGY (FD),143.0,116.5,,94.0,130.5,,,Coimbatore
"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035. (2726)",INFORMATION TECHNOLOGY (IT),170.0,163.0,163.5,159.0,113.0,123.5,,Coimbatore
"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035. (2726)",MECHANICAL ENGINEERING (ME),142.5,123.0,120.0,114.0,87.0,,,Coimbatore
